IncidentDuration,Severity
1790.0,2
4638.0,2
1618.0,2
18420.0,2
21600.0,2
4618.0,2
2587.0,2
4629.0,2
14070.0,2
1789.0,2
1775.0,2
9136.0,2
13656.0,2
1504.0,2
5995.0,2
2700.0,2
1781.0,2
2696.0,2
2678.0,2
4676.0,2
8432.0,2
3742.0,2
21600.0,2
4897.0,2
3580.0,2
13583.0,2
1760.0,2
4500.0,2
22918.0,2
4653.0,2
16097.0,2
2664.0,2
21600.0,2
15530.0,2
1800.0,2
1765.0,2
5595.0,2
7511.0,2
24480.0,2
7544.0,2
8564.0,2
4639.0,2
3678.0,2
4500.0,2
10229.0,2
3688.0,2
5700.0,2
10332.0,2
4667.0,2
11625.0,2
7549.0,2
1680.0,2
7809.0,2
2679.0,2
4500.0,2
900.0,2
1748.0,2
1766.0,2
8072.0,2
1800.0,2
6001.0,2
7089.0,2
8295.0,2
4922.0,2
1785.0,2
2146.0,2
45570.0,2
101114.0,2
1788.0,2
6375.0,2
1889.0,2
2684.0,2
4705.0,2
1783.0,2
1800.0,2
7730.0,2
4665.0,2
35580.0,2
11929.0,2
720.0,2
7838.0,2
7755.0,2
7465.0,2
1230.0,2
2683.0,2
7681.0,2
16241.0,2
2687.0,2
7947.0,2
21600.0,2
7516.0,2
7735.0,2
5393.0,2
1787.0,2
9623.0,2
1479.0,2
1800.0,2
5009.0,2
11250.0,2
4642.0,2
21600.0,2
3696.0,2
5805.0,2
4380.0,2
1777.0,2
2662.0,2
9503.0,2
1800.0,2
2644.0,2
1788.0,2
4546.0,2
7727.0,2
4140.0,2
92541.0,2
1779.0,2
1997.0,2
4723.0,2
7807.0,2
5564.0,2
7059.0,2
1680.0,2
10044.0,2
1758.0,2
21600.0,2
2664.0,2
2669.0,2
4629.0,2
2818.0,2
1936.0,2
1913.0,2
4676.0,2
7490.0,2
21600.0,2
1511.0,2
1780.0,2
3105.0,2
2677.0,2
1800.0,2
4876.0,2
3628.0,2
3214.0,2
3119.0,2
9744.0,2
1200.0,2
48838.0,2
11440.0,2
6822.0,2
2712.0,2
5114.0,2
21270.0,2
7945.0,2
1788.0,2
12900.0,2
61070.0,2
7625.0,2
2689.0,2
7944.0,2
10590.0,2
5696.0,2
4500.0,2
7611.0,2
1290.0,2
8432.0,2
22950.0,2
42555.0,2
7980.0,2
7950.0,2
5729.0,2
7240.0,2
21600.0,2
1772.0,2
1778.0,2
1781.0,2
